Task_ID,Task_Name,Original_Department,Reclassified_Department,Priority,Primary_Role,Responsible_Person,Accountable_Person,Consulted_Roles,Informed_Roles,Assignment_Status,Estimated_Duration,Required_Skills,Responsibility_Match
TSK-189,Create guidelines per profession,AI,Design,High,Specialist,TBD,Design Lead,,,Proposed,20-30 minutes,,design UI mockups
TSK-190,Build AI assistant framework,AI,Design,High,Specialist,TBD,Design Lead,,,Proposed,20-30 minutes,,design UI mockups
TSK-191,Design InnerClient concept,AI,Sales,High,Specialist,TBD,Sales Lead,,,Proposed,20-30 minutes,,manage sales pipeline
TSK-192,Define pricing per profession,AI,Finance,High,Finance Manager / Automation Specialist,TBD,Finance Lead,,,Proposed,3 hours (45 min requirements + 1.5 hours design + 45 min testing),,N/A
TSK-193,Create UI for InnerClient system,AI,Sales,High,Sales Manager,TBD,Sales Lead,,,Proposed,4-5 hours for 50 emails,,manage sales pipeline
TSK-194,Set up human curation process,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-195,Sync Dropbox Tools library to libdev.com,AI,Development,High,AI Engineer,AI Engineer,Development Lead,"Backend Developer, Operations Team","Automation Team, End Users",Proposed,5-10 minutes with AI assistance,"SKL-071 (deployed MCP connectors via Cursor), SKL-075 (configured OAuth for Google APIs - if needed)",N/A
TSK-196,Research Dropbox API synchronization,AI,Development,High,AI Researcher / Video Production Specialist,TBD,Development Lead,,,Proposed,6-9 hours (4-6 hours research + 2-3 hours documentation),,N/A
TSK-197,Build manual sync script (fallback),AI,Design,High,Specialist,TBD,Design Lead,,,Proposed,20-30 minutes,,design UI mockups
TSK-198,Create knowledge gap identification process,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-199,Implement Read/Write/Save reminder system,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-200,Monday call at 9 AM,Design,Design,High,Specialist,TBD,Design Lead,,,Proposed,20-30 minutes,,design UI mockups
TSK-201,Vilhelm + Yulya: Collect designer works,Design,Design,High,Specialist,TBD,Design Lead,,,Proposed,20-30 minutes,,design UI mockups
TSK-202,Implement designer work storage in Dropbox,Design,Design,High,Specialist,TBD,Design Lead,,,Proposed,20-30 minutes,,design UI mockups
TSK-203,Document Monday progress,Design,Design,High,Designer / Developer / Creative Professional,TBD,Design Lead,,,Proposed,2 hours (45 min organization + 45 min documentation + 30 min updates),,design UI mockups
TSK-204,Create plans for next stage,Design,Design,High,Specialist,TBD,Design Lead,,,Proposed,20-30 minutes,,design UI mockups
TSK-205,Review all designer portfolios,AI,Design,High,AI Researcher / Content Specialist,TBD,Design Lead,,,Proposed,5-8 hours (3-5 hours research + 2-3 hours documentation),,design UI mockups
TSK-206,Mandate Dropbox work storage for designers,AI,Design,High,Specialist,TBD,Design Lead,,,Proposed,20-30 minutes,,design UI mockups
TSK-207,Create daily work documentation requirement,AI,Design,High,Specialist,TBD,Design Lead,,,Proposed,20-30 minutes,,design UI mockups
TSK-208,Diversify designer portfolios,AI,Design,High,Specialist,TBD,Design Lead,,,Proposed,20-30 minutes,,design UI mockups
TSK-209,Build case studies library,AI,Design,High,Specialist,TBD,Design Lead,,,Proposed,20-30 minutes,,design UI mockups
TSK-210,Train designers on AI tools,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-211,Design financial framework structure,AI,Finance,High,Finance Manager / Automation Specialist,TBD,Finance Lead,,,Proposed,3 hours (45 min requirements + 1.5 hours design + 45 min testing),,N/A
TSK-212,Create data sets for financial wiki,AI,Finance,High,Finance Manager / Automation Specialist,TBD,Finance Lead,,,Proposed,3 hours (45 min requirements + 1.5 hours design + 45 min testing),,N/A
TSK-213,Document calculation sources,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-214,Collect employee profiles for Talents,AI,HR,High,HR Manager / Automation Specialist,TBD,HR Lead,,,Proposed,2-3 hours (one-time setup),,N/A
TSK-215,Create modified public profiles,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-216,Implement log files in every entity folder,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-217,Create main researchers' log,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-218,Build structured guidelines for manual assignment,AI,Design,High,Specialist,TBD,Design Lead,,,Proposed,20-30 minutes,,design UI mockups
TSK-219,Create step-by-step documentation templates,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-220,Identify department data gaps,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-221,Create TODO file system,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-222,Build AI prompt for task distribution,AI,Design,High,Specialist,TBD,Design Lead,,,Proposed,20-30 minutes,,design UI mockups
TSK-223,Implement daily TODO generation,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-224,Document transcription best practices,AI,Video,High,AI Researcher / Video Production Specialist,TBD,Video Lead,,,Proposed,6-9 hours (4-6 hours research + 2-3 hours documentation),,produce videos
TSK-225,Improve dictation-to-entity workflow,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-226,Fix unpredictable save locations,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-227,Standardize report storage paths,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-228,Document report generation process,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-229,Create attendance_dashboard asset,Development,HR,High,HR Manager / Operations Specialist,TBD,HR Lead,,,Proposed,2-3 hours,,N/A
TSK-230,Write README with all links,Development,Development,High,AI Researcher / Video Production Specialist,TBD,Development Lead,,,Proposed,6-9 hours (4-6 hours research + 2-3 hours documentation),,N/A
TSK-231,Set up version tracking,Development,Development,High,Specialist,TBD,Development Lead,,,Proposed,TBD,,N/A
TSK-232,Document design updates log,Development,Design,High,Designer / Developer / Creative Professional,TBD,Design Lead,,,Proposed,2 hours (45 min organization + 45 min documentation + 30 min updates),,design UI mockups
TSK-030,Interviews Lists to MD Files,AI,HR,High,HR Manager / Automation Specialist,TBD,HR Lead,,,Proposed,2-3 hours (one-time setup),,N/A
TSK-031,Clear Lists of Candidates Sources,HR,HR,High,HR Manager / Automation Specialist,TBD,HR Lead,,,Proposed,2-3 hours (one-time setup),,N/A
TSK-032,HR Onboarding preparation,HR,HR,High,HR Manager / Operations Specialist,TBD,HR Lead,,,Proposed,2-3 hours,,N/A
TSK-033,Integrate Individual Employee Testing,HR,HR,High,HR Manager / Automation Specialist,TBD,HR Lead,,,Proposed,2-3 hours (one-time setup),,N/A
TSK-034,Discord Bot notifications,HR,HR,High,HR Manager / Automation Specialist,TBD,HR Lead,,,Proposed,2-3 hours (one-time setup),,N/A
TSK-035,Expand Industries,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-036,LG Message Templates,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-037,Prospects Architecture Improvement,AI,Sales,High,Sales Manager,TBD,Sales Lead,,,Proposed,4-5 hours for 50 emails,,manage sales pipeline
TSK-038,Feed database: 300 new leads daily,AI,Development,High,Specialist,TBD,Development Lead,,,Proposed,TBD,,N/A
TSK-039,Populate leads with classifications,AI,Lead Generation,High,Lead Generation Specialist / Sales Development Rep,TBD,Lead Generation Lead,,,Proposed,3 hours (1 hour research + 1.5 hours data entry + 30 min qualification),,generate leads
TSK-040,Target audience analysis,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-041,Extract/analyze LG conversations,AI,AI,High,AI Researcher / Video Production Specialist,TBD,AI Lead,,,Proposed,6-9 hours (4-6 hours research + 2-3 hours documentation),,N/A
TSK-042,Build look-alike auditory,AI,Design,High,HR Manager / Operations Specialist,TBD,Design Lead,,,Proposed,1.5-2 hours,,design UI mockups
TSK-043,Testing Individual Scraping Techniques,AI,Development,High,HR Manager / Social Media Specialist,TBD,Development Lead,,,Proposed,1.5-2 hours,,N/A
TSK-044,LG Department Core Principles Doc,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-045,Obligatory: Save 5 Templates + Screenshot,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-046,Sales Email Templates,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-047,Connect to Google Calendar,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-048,Scrape Event Metadata,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-049,Populate Business Entity from Sales,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-050,Get CRM Data on Daily LeadGen Cards,AI,Sales,High,Specialist,TBD,Sales Lead,,,Proposed,TBD,,manage sales pipeline
TSK-051,Learning Flow Step-by-Step Development,Development,Development,High,Specialist,TBD,Development Lead,,,Proposed,TBD,,N/A
TSK-052,Track Task Completions via Microservices,Development,Development,High,Specialist,TBD,Development Lead,,,Proposed,TBD,,N/A
TSK-053,Synchronize Libs with Online Academy,Development,Development,High,Specialist,TBD,Development Lead,,,Proposed,TBD,,N/A
TSK-054,Connect Task Managers to Libs,Development,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-055,Task Manager Dashboard with Database,Development,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-056,n8n Image Generation Guide,Development,Design,High,Specialist,TBD,Design Lead,,,Proposed,20-30 minutes,,design UI mockups
TSK-057,Frontend OAuth Implementation,AI,Development,High,Specialist,TBD,Development Lead,,,Proposed,TBD,,N/A
TSK-058,Personal Task Manager Web Pages,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-059,Add Rules for AI in Each Folder,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-060,Log Entity Integration,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-061,Keep Logs Longer,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-062,Develop USER Entities,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-063,Review TALENTS match with Database,AI,HR,High,Specialist,TBD,HR Lead,,,Proposed,TBD,,N/A
TSK-064,Prepare DB EXPORT Folder: LIBRARIES,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-065,Text Researches Recognition & Import,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-066,Core System Taxonomy Architecture Review,AI,Finance,High,Specialist,TBD,Finance Lead,,,Proposed,TBD,,N/A
TSK-067,Prompt for Transcription Export,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-068,Prompts for Weekly Analysis,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-069,Prompts for Daily Analysis,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-070,Researches Dashboard,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-071,Export Dailies Summaries to ToDo App,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-072,Tasks Templates Execution System,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-073,Steps Confirmation System,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-074,Portfolio Diversification Strategy,AI,Design,High,Specialist,TBD,Design Lead,,,Proposed,20-30 minutes,,design UI mockups
TSK-075,Create More Case Studies,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-076,Deep Research Designer Task,AI,Design,High,Graphic Designer / Visual Designer,TBD,Design Lead,,,Proposed,2.5 hours (30 min planning + 1.5 hours generation + 30 min refinement),,design UI mockups
TSK-077,Media Library Development,AI,AI,High,AI Engineer / DevOps Engineer,TBD,AI Lead,,,Proposed,2 hours (30 min install + 1 hour config + 30 min testing),,N/A
ARC-001,Add Employees Folders Relative Path,AI,HR,High,Specialist,TBD,HR Lead,,,Proposed,TBD,,N/A
ARC-002,Expand Employees Profiles,AI,HR,High,Specialist,TBD,HR Lead,,,Proposed,TBD,,N/A
ARC-003,Copy All Employees Profiles into Talents,AI,HR,High,Specialist,TBD,HR Lead,,,Proposed,TBD,,N/A
ARC-004,Consider Entities v2 Architecture,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
ARC-005,Integrate Log System,AI,AI,High,Executive Assistant,Executive Assistant,Executive or Manager,AI Engineer for setup,"Executive, Team members",Proposed,Auto-draft: <1 minute | Review: 10 minutes,SKL-072 (automated emails via Gmail MCP),N/A
ARC-006,Block/Fields Sub System (Similarities),AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-066,Core System Taxonomy Architecture Review,AI,Finance,High,Specialist,TBD,Finance Lead,,,Proposed,TBD,,N/A
TSK-067,Prompt for Transcription Export,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-068,Prompts for Weekly Analysis,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-069,Prompts for Daily Analysis,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-070,Researches Dashboard,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-071,Export Dailies Summaries to ToDo App,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-001,Research to Task Manager integration,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-002,Pack all dailies into Week3 folder,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
FIX-001,Resolve duplicates in TSM-006_Workflows,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
PRT-011,Google Maps Scraping System,AI,Lead Generation,Critical,Lead Generation Specialist / Sales Development Rep,TBD,Lead Generation Lead,,,Proposed,3 hours (1 hour research + 1.5 hours data entry + 30 min qualification),,generate leads
PRT-012,Reviews Scraping & Analysis System,AI,AI,Critical,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
PRT-013,Job Sites Entity Creation,AI,AI,High,Executive Assistant,Executive Assistant,Executive or Manager,AI Engineer for setup,"Executive, Team members",Proposed,Auto-draft: <1 minute | Review: 10 minutes,SKL-072 (automated emails via Gmail MCP),N/A
PRT-014,HR Attendance Dashboard,AI,Development,Critical,DevOps Engineer / Cloud Engineer,TBD,Development Lead,,,Proposed,4 hours (1 hour planning + 2 hours implementation + 1 hour testing),,N/A
PRT-015,Vilhelm Onboarding & Video Processing Training,AI,AI,Critical,Executive Assistant,Executive Assistant,Marketing Manager or Executive,"Content Manager, Marketing Team",Newsletter subscribers,Proposed,Auto-generate: <1 minute | Review: 5-10 minutes,SKL-072 (automated emails via Gmail MCP),N/A
PRT-016,AI Tools & Accounts Management System,AI,AI,Critical,AI Engineer / Data Analyst,TBD,AI Lead,,,Proposed,1.5 hours (30 min automation run + 45 min validation + 15 min reporting),,N/A
PRT-017,Task Manager Dashboard (Single Task View),AI,AI,Medium,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
PRT-004,Single Sign-In Distribution System,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
PRT-005,GitHub Entities Repository Integration,AI,AI,High,Executive Assistant,Executive Assistant,Executive or Manager,AI Engineer for setup,"Executive, Team members",Proposed,Auto-draft: <1 minute | Review: 10 minutes,SKL-072 (automated emails via Gmail MCP),N/A
PRT-006,ID System for Services,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
PRT-007,Research Integration with Google TODO,AI,Development,Medium,Specialist,TBD,Development Lead,,,Proposed,TBD,,N/A
PRT-008,Researches Dashboard,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
PRT-009,PROSPECTS → Populate Data with AI Research,AI,Sales,Critical,Sales Manager,TBD,Sales Lead,,,Proposed,4-5 hours for 50 emails,,manage sales pipeline
PRT-010,Affiliation Department Creation,AI,AI,Low,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
PRT-001,Video Processing Automation,AI,Video,High,Specialist,TBD,Video Lead,,,Proposed,TBD,,produce videos
PRT-002,Entity System Cleanup,AI,AI,Critical,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
PRT-003,Research Integration Pipeline,AI,AI,Low,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
MLT-029,Search Query System,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
MLT-030,Scraper Automation,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
MLT-031,Data Processing,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
MLT-032,CRM Integration,AI,Sales,High,Sales Manager,TBD,Sales Lead,,,Proposed,4-5 hours for 50 emails,,manage sales pipeline
MLT-033,Testing & Analytics,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
MLT-034,Company & Reviews Data Collection,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
MLT-035,Semantic Analysis Setup,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
MLT-036,Problem Score Algorithm,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
MLT-037,Recommendation Engine,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
MLT-038,Social Media Integration,AI,SMM,High,Specialist,TBD,SMM Lead,,,Proposed,TBD,,N/A
MLT-039,Source Tracking & Documentation,AI,AI,High,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-AID-2025-11-20-001,Antigravity Installation and Configuration,AI,Design,High,Specialist,TBD,Design Lead,,,Proposed,TBD,,design UI mockups
TSK-AID-2025-11-20-002,Attendants Automation Infrastructure Setup,AI,Sales,High,Specialist,TBD,Sales Lead,,,Proposed,TBD,,manage sales pipeline
TSK-AID-2025-11-20-003,Daily File Processing and Documentation,AI,AI,Medium,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-AID-2025-11-20-004,Account Microservice Database Schema Design,AI,Development,High,Specialist,TBD,Development Lead,,,Proposed,TBD,,N/A
TSK-AID-2025-11-20-005,Account Microservice Schema Refinement,AI,Development,Medium,Specialist,TBD,Development Lead,,,Proposed,TBD,,N/A
TSK-DEV-2025-11-20-001,Code Cleanup and Configuration Centralization,Development,Development,Medium,Specialist,TBD,Development Lead,,,Proposed,TBD,,N/A
TSK-DEV-2025-11-20-002,lead_gen_analytics Bug Fixes,Development,Lead Generation,High,Specialist,TBD,Lead Generation Lead,,,Proposed,TBD,,generate leads
TSK-DEV-2025-11-20-003,UI Enhancement - Hover Effects,Development,Design,Medium,Specialist,TBD,Design Lead,,,Proposed,TBD,,design UI mockups
TSK-DEV-2025-11-20-004,Antigravity IDE Analysis,Development,Development,Low,Specialist,TBD,Development Lead,,,Proposed,TBD,,N/A
TSK-DEV-2025-11-20-005,SSH Authentication Setup,Development,Development,Low,Specialist,TBD,Development Lead,,,Proposed,TBD,,N/A
TSK-DEV-2025-11-20-006,upload_crms OAuth Implementation,Development,Sales,High,Sales Manager,TBD,Sales Lead,,,Proposed,4-5 hours for 50 emails,,manage sales pipeline
TSK-DEV-2025-11-20-007,Dashboard/Courses UI Improvements,Development,Design,High,Specialist,TBD,Design Lead,,,Proposed,20-30 minutes,,design UI mockups
TSK-DGN-2025-11-20-001,Game Academy Course Covers Delivery,Design,Design,High,Specialist,TBD,Design Lead,,,Proposed,TBD,,design UI mockups
TSK-DGN-2025-11-20-002,Client Interview Preparation and Participation,Design,Sales,High,Specialist,TBD,Sales Lead,,,Proposed,TBD,,manage sales pipeline
TSK-DGN-2025-11-20-003,Black Friday Banner Generation,Design,Lead Generation,High,Specialist,TBD,Lead Generation Lead,,,Proposed,TBD,,generate leads
TSK-DGN-2025-11-20-004,Course Visual Materials Creation (Module 1),Design,Design,High,Specialist,TBD,Design Lead,,,Proposed,TBD,,design UI mockups
TSK-DGN-2025-11-20-005,Runway Animation Instruction Creation,Design,Video,Medium,Specialist,TBD,Video Lead,,,Proposed,TBD,,produce videos
TSK-DGN-2025-11-20-006,Runway Animation Course Creation,Design,Video,Medium,Lead Generator,Lead Generator,Lead Generation Manager,,SDR Team,Proposed,10-15 minutes,SKL-061 (enriched emails via similar tools),produce videos
TSK-DGN-2025-11-20-007,Lead Generator Training Preparation,Design,Lead Generation,High,Specialist,TBD,Lead Generation Lead,,,Proposed,TBD,,generate leads
TSK-DGN-2025-11-20-008,Antigravity Installation and Setup,Design,Design,Medium,Specialist,TBD,Design Lead,,,Proposed,TBD,,design UI mockups
TSK-DGN-2025-11-20-009,HTML Course Thumbnail Creation,Design,AI,Medium,Specialist,TBD,AI Lead,,,Proposed,TBD,,N/A
TSK-DGN-2025-11-20-010,Course Module Images and Animation,Design,Video,Medium,AI Engineer,AI Engineer,Development Lead,"Backend Developer, Operations Team","Automation Team, End Users",Proposed,5-10 minutes with AI assistance,"SKL-071 (deployed MCP connectors via Cursor), SKL-075 (configured OAuth for Google APIs - if needed)",produce videos
TSK-FIN-2025-11-20-001,Employee Working Hours Verification,Finance,HR,High,Specialist,TBD,HR Lead,,,Proposed,TBD,,N/A
TSK-FIN-2025-11-20-002,December 2025 Financial Processing Sheet Preparation Plan,Finance,Finance,High,Specialist,TBD,Finance Lead,,,Proposed,TBD,,N/A
TSK-FIN-2025-11-20-003,n8n Automation Workflow Design,Finance,HR,Medium,Specialist,TBD,HR Lead,,,Proposed,TBD,,N/A
TSK-HRM-2025-11-20-001,Interview Checklist Creation,HR,HR,High,Specialist,TBD,HR Lead,,,Proposed,TBD,,N/A
TSK-HRM-2025-11-20-002,Candidate Interviews,HR,HR,High,Specialist,TBD,HR Lead,,,Proposed,TBD,,N/A
TSK-HRM-2025-11-20-003,Candidate Approval and Transfer,HR,HR,High,Specialist,TBD,HR Lead,,,Proposed,TBD,,N/A
TSK-HRM-2025-11-20-004,Contract Sending,HR,HR,High,Specialist,TBD,HR Lead,,,Proposed,TBD,,N/A
TSK-HRM-2025-11-20-005,Employee Day-Off Request Processing,HR,HR,Medium,Specialist,TBD,HR Lead,,,Proposed,TBD,,N/A
TSK-LGN-2025-11-20-001,Lead Generation - Job Sites and CRM,Lead Generation,Lead Generation,High,Specialist,TBD,Lead Generation Lead,,,Proposed,TBD,,generate leads
TSK-LGN-2025-11-20-002,Follow-Up Messages,Lead Generation,Sales,High,Specialist,TBD,Sales Lead,,,Proposed,TBD,,manage sales pipeline
TSK-LGN-2025-11-20-003,Website Streaming and Account Management,Lead Generation,Sales,Medium,Specialist,TBD,Sales Lead,,,Proposed,TBD,,manage sales pipeline
TSK-LGN-2025-11-20-004,Job Sites and Pipeline Building,Lead Generation,Sales,High,Specialist,TBD,Sales Lead,,,Proposed,TBD,,manage sales pipeline
TSK-LGN-2025-11-20-005,Lead Generation Training,Lead Generation,Lead Generation,Medium,Specialist,TBD,Lead Generation Lead,,,Proposed,TBD,,generate leads
TSK-SLS-2025-11-20-001,Daily Tasks Completion,Sales,Sales,High,Specialist,TBD,Sales Lead,,,Proposed,TBD,,manage sales pipeline
TSK-SLS-2025-11-20-002,Tomorrow's Priorities Planning,Sales,Sales,Medium,Specialist,TBD,Sales Lead,,,Proposed,TBD,,manage sales pipeline
TSK-VID-2025-11-20-001,Video Animation Work,Video,Sales,High,Specialist,TBD,Sales Lead,,,Proposed,TBD,,manage sales pipeline
TSK-VID-2025-11-20-002,Portfolio Organization,Video,Video,Medium,Specialist,TBD,Video Lead,,,Proposed,TBD,,produce videos
TSK-VID-2025-11-20-003,Team Coordination,Video,Design,Medium,Specialist,TBD,Design Lead,,,Proposed,TBD,,design UI mockups
